0.05,0
0.048,0
0.046,0
0.044,0
0.042,0
0.04,0
0.038,0
0.036,0
0.034,0
0.032,0
0.03,0
0.028,0
0.026,0
0.024,0
0.022,0
0.02,0
0.018,0
0.016,0
0.014,0
0.012,0
0.01,0
0.008,0
0.006,1
0.004,2
0.002,3
-6.93889e-018,5
-0.002,14
-0.004,10
-0.006,5
-0.008,9
-0.01,7
-0.012,20
-0.014,26
-0.016,24
-0.018,27
-0.02,20
-0.022,26
-0.024,29
-0.026,25
-0.028,26
-0.03,23
-0.032,26
-0.034,21
-0.036,28
-0.038,28
-0.04,27
-0.042,26
-0.044,31
-0.046,24
-0.048,34
-0.05,43
-0.052,30
-0.054,32
-0.056,37
-0.058,32
-0.06,26
-0.062,25
-0.064,31
-0.066,37
-0.068,34
-0.07,49
-0.072,38
-0.074,43
-0.076,32
-0.078,46
-0.08,30
-0.082,35
-0.084,21
-0.086,62
-0.088,27
-0.09,38
-0.092,67
-0.094,48
-0.096,35
-0.098,52
-0.1,74
-0.102,67
-0.104,65
-0.106,77
-0.108,64
-0.11,89
-0.112,82
-0.114,79
-0.116,101
-0.118,108
-0.12,120
-0.122,105
-0.124,101
-0.126,86
-0.128,115
-0.13,100
-0.132,137
-0.134,131
-0.136,121
-0.138,135
-0.14,122
-0.142,98
-0.144,124
-0.146,115
-0.148,109
-0.15,150
-0.152,108
-0.154,122
-0.156,108
-0.158,100
-0.16,106
-0.162,77
-0.164,87
-0.166,84
-0.168,91
-0.17,75
-0.172,85
-0.174,68
-0.176,78
-0.178,73
-0.18,48
-0.182,47
-0.184,65
-0.186,39
-0.188,38
-0.19,45
-0.192,40
-0.194,26
-0.196,33
-0.198,28
-0.2,23
-0.202,14
-0.204,17
-0.206,22
-0.208,16
-0.21,16
-0.212,14
-0.214,12
-0.216,14
-0.218,11
-0.22,7
-0.222,7
-0.224,8
-0.226,3
-0.228,4
-0.23,4
-0.232,9
-0.234,1
-0.236,1
-0.238,4
-0.24,2
-0.242,5
-0.244,4
-0.246,3
-0.248,0
-0.25,2
-0.252,1
-0.254,3
-0.256,1
-0.258,1
-0.26,0
-0.262,0
-0.264,1
-0.266,0
-0.268,0
-0.27,0
-0.272,0
-0.274,0
-0.276,0
-0.278,0
-0.28,0
-0.282,0
-0.284,0
-0.286,0
-0.288,1
-0.29,1
-0.292,0
-0.294,0
-0.296,0
-0.298,0
-0.3,0
-0.302,0
-0.304,0
-0.306,0
-0.308,0
-0.31,0
-0.312,0
-0.314,0
-0.316,0
-0.318,0
-0.32,0
-0.322,0
-0.324,0
-0.326,0
-0.328,0
-0.33,0
-0.332,0
-0.334,0
-0.336,0
-0.338,0
-0.34,0
-0.342,1
-0.344,0
-0.346,0
-0.348,0
