0.02,0
0.0192,0
0.0184,0
0.0176,0
0.0168,0
0.016,0
0.0152,0
0.0144,0
0.0136,0
0.0128,0
0.012,0
0.0112,0
0.0104,0
0.0096,0
0.0088,0
0.008,0
0.0072,0
0.0064,0
0.0056,0
0.0048,0
0.004,0
0.0032,1
0.0024,1
0.0016,2
0.0008,2
0,0
-0.0008,3
-0.0016,2
-0.0024,8
-0.0032,7
-0.004,12
-0.0048,10
-0.0056,10
-0.0064,13
-0.0072,19
-0.008,9
-0.0088,6
-0.0096,23
-0.0104,12
-0.0112,14
-0.012,15
-0.0128,18
-0.0136,17
-0.0144,16
-0.0152,29
-0.016,25
-0.0168,22
-0.0176,31
-0.0184,29
-0.0192,29
-0.02,35
-0.0208,42
-0.0216,43
-0.0224,45
-0.0232,38
-0.024,32
-0.0248,49
-0.0256,51
-0.0264,45
-0.0272,40
-0.028,33
-0.0288,45
-0.0296,55
-0.0304,57
-0.0312,46
-0.032,52
-0.0328,63
-0.0336,44
-0.0344,65
-0.0352,69
-0.036,68
-0.0368,78
-0.0376,49
-0.0384,57
-0.0392,62
-0.04,66
-0.0408,62
-0.0416,77
-0.0424,87
-0.0432,103
-0.044,96
-0.0448,94
-0.0456,104
-0.0464,74
-0.0472,124
-0.048,98
-0.0488,122
-0.0496,97
-0.0504,110
-0.0512,123
-0.052,123
-0.0528,123
-0.0536,136
-0.0544,140
-0.0552,126
-0.056,167
-0.0568,153
-0.0576,189
-0.0584,157
-0.0592,169
-0.06,205
-0.0608,163
-0.0616,160
-0.0624,214
-0.0632,192
-0.064,172
-0.0648,173
-0.0656,188
-0.0664,165
-0.0672,178
-0.068,162
-0.0688,177
-0.0696,158
-0.0704,153
-0.0712,149
-0.072,149
-0.0728,181
-0.0736,159
-0.0744,145
-0.0752,155
-0.076,122
-0.0768,161
-0.0776,119
-0.0784,140
-0.0792,126
-0.08,125
-0.0808,124
-0.0816,120
-0.0824,90
-0.0832,99
-0.084,91
-0.0848,75
-0.0856,101
-0.0864,77
-0.0872,93
-0.088,84
-0.0888,71
-0.0896,60
-0.0904,52
-0.0912,65
-0.092,51
-0.0928,50
-0.0936,46
-0.0944,40
-0.0952,37
-0.096,26
-0.0968,30
-0.0976,31
-0.0984,32
-0.0992,35
-0.1,17
-0.1008,13
-0.1016,20
-0.1024,17
-0.1032,14
-0.104,19
-0.1048,16
-0.1056,17
-0.1064,17
-0.1072,9
-0.108,8
-0.1088,12
-0.1096,9
-0.1104,4
-0.1112,7
-0.112,3
-0.1128,8
-0.1136,4
-0.1144,4
-0.1152,8
-0.116,3
-0.1168,3
-0.1176,1
-0.1184,2
-0.1192,1
-0.12,1
-0.1208,2
-0.1216,3
-0.1224,2
-0.1232,4
-0.124,2
-0.1248,1
-0.1256,1
-0.1264,1
-0.1272,2
-0.128,1
-0.1288,1
-0.1296,2
-0.1304,0
-0.1312,1
-0.132,0
-0.1328,0
-0.1336,1
-0.1344,0
-0.1352,0
-0.136,0
-0.1368,1
-0.1376,0
-0.1384,0
-0.1392,0
